0,1,2,3,4,5,6,7,8,9,10,11
ICD-O,Primary site of tumour,Age group,,,,,,,,,
,,<=14,15-24,25-34,35-44,45-54,55-64,65-74,75-84,85-94,Total
C00,LIP,0,1,0,0,2,3,0,0,0,6
C02.9,Tongue,1,0,1,14,35,15,15,5,1,87
C03.9,Gum,0,0,0,0,3,2,0,0,1,6
C04.9,Floor of the mouth,0,0,0,0,1,3,0,2,0,6
C05.0,Hard palate,0,1,0,1,1,1,1,1,1,7
C05.1,Soft palate,0,2,0,1,2,1,0,0,0,6
C05.2,Uvula,0,0,1,1,2,3,0,0,0,7
C05.9,Palate,0,0,0,1,3,3,2,2,0,11
C06.0,Cheek /buccal mucosa,0,1,4,21,52,53,22,8,2,163
C06.9,Oral cavity/Buccal cavity,1,0,0,4,4,11,8,2,0,30
C07.9,Parotid Gland,0,4,4,6,4,4,0,0,0,22
C08.0,Sub mandibular/maxillary gland,0,0,3,4,6,10,6,1,0,30
C09.0,Tonsillar fossa,0,0,0,0,0,1,0,1,0,2
C09.9,Tonsil,0,0,0,3,3,5,2,0,0,13
C10.0,Valecula,0,0,0,0,1,0,2,0,0,3
C10.4,Branchial cleft,0,0,1,1,1,2,0,0,0,5
C11.9,Nasopharynx,1,0,2,2,3,1,1,0,0,10
C12.9,Pyriformsinus/fossa,1,0,1,4,3,1,0,0,0,10
C13.9,Hypopharynx,0,0,0,2,1,1,0,0,0,4
C14.0,Pharynx,0,0,0,0,2,0,0,1,0,3
C15.0,Cervical oesophagus,2,0,2,3,5,7,3,1,0,23
C15.9,Oesophagus,1,0,6,19,31,60,30,9,0,156
C16.3,Gastric antrum,0,1,0,0,0,0,0,0,0,1
C16.9,Stomach,0,1,8,27,25,22,18,3,0,104
C17.1,Jejunum,0,1,0,0,0,0,0,0,0,1
C17.2,Ileum,0,0,0,1,1,2,1,0,0,5
C18.0,Cecum,0,0,0,1,4,2,0,0,0,7
C18.3,Hepatic flexure,1,0,0,1,0,0,0,0,0,2
C18.7,Colon,0,2,6,10,14,9,5,1,0,47
C18.9,Rectum,0,13,23,28,42,23,8,3,0,140
C21.1,Anal canal,0,0,1,3,2,1,4,0,0,11
C22.0,Liver,0,4,17,19,40,22,12,3,0,117
C22.1,Intra hepatic bile duct,0,0,0,0,0,0,1,0,0,1
