0,1,2
Name of institute,Estd.,Total
"SAIC Institute of Medical Technology, Dhaka",2005 & 2008,160
"Gonoshasthya Institute of Health Sciences, Gazipur",2006,100
"International Institute of Health Sciences, Dhaka",2006,160
"Prime Institute of Medical Technology, Rajshahi.",2006,200
"Islami Bank Institute of Health Technology, Rajshahi",2007,150
"Millennium Institute of Medical Technology, Dhaka",2007,75
"Bangladesh Institute of Medical Technology, Pabna",2007,120
"Fortune Institute of Medical Technology, Dhaka",2007,165
"Professor Shohrab Uddin Institute of Medical technology,
Tangail",2007,190
"Shad S. A. Memorial Institute of Medical Technology,
Dhaka",2007,75
"Sumona Institute of Medical technology, Sadarghat",2007,130
"Comilla Institute of Medical Technology, Comilla",2007,100
"Comilla Institute of Medical Technology, Comilla",2007,75
"Prime Institute of Science and Technology (PRISMET),
Rangpur",2007,125
"Rumdo Institute of Health Technology, Mymensingh",2007,85
"Ad-deen Women’s Institute of Health Technology,
Jessore",2007,100
"TMSS Medical Technology Institute, Thengamara, Bogra",2007,210
"Institute of Medical and Dental Technology, Tangail",2007,105
"Ahsania Mission Institute of Health Technology, Dhaka",2008,75
"Trauma Institute of Medical Technology, Dhaka",2008,100
"Dhaka Institute of Health Technology, Dhaka",2008,145
"Institute of British Colombia Medical Technology, Dhaka",2008,125
"Prince Institute of Medical Technology, Dhaka",2008,115
"CSCR Institute of Medical Technology, Chittagong",2008,115
"State college of health sciences, Dhaka",2008,50
"SAIC Institute of Medical Technology, Bogra",2008,125
