0,1,2,3,4,5
Table continued...,,,,,
Sl. no.,Camp,UID,Name,Area,Organization
3,Camp-5,HF_046,RTMI-PHC near CiC,UKH,UNICEF
4,Camp-9,HF_093,Balukhali,UKH,IOM+UNFPA
5,Camp-10,HF_096,PHD Balukhali,UKH,UNICEF
6,Camp-11,HF_143,Moynarghona,UKH,IOM+UNFPA
7,Camp-15,HF_146,Jamtoli,UKH,IOM+UNFPA
8,Camp-18,HF_179,"RTMI-PHC, Plongkhali",UKH,UNICEF
9,Camp-13,HF_186,BDRCS Plongkhali,UKH,IOM+UNFPA
10,Camp-19,HF_187,"RTMI-PHC, near CiC",UKH,IOM+UNFPA
11,Camp-24,HF_200,Leda PHC,TEK,IOM+UNFPA
Health Post,,,,,
1,Camp-1W,HF_013,Kutupalong,UKH,IOM
2,Camp-5,HF_049,Modhuchhora,UKH,IOM
3,Camp-7,HF_065,Friendship Hospital,UKH,IOM
4,Camp-9,HF_078,HAEFA-Balukhali,UKH,IOM
5,Camp-12,HF_117,Balu-Moynarghona,UKH,UNICEF
6,Camp-18,HF_177,IOM Plongkhali,UKH,IOM
7,Camp-18,HF_183,PHD Plongkhali,UKH,UNICEF
8,Camp-2E,HF_294,BDRCS Kutupalong,UKH,IOM
9,Camp-14,HF_499,TRC,UKH,IOM
10,Camp-17,HF_607,RTMI,UKH,UNICEF
11,Camp-22,HF_006,Moynarghona,TEK,IOM
12,Camp-21,HF_191,Chakmarkul HP,TEK,IOM
13,Camp-23,HF_206,Asarbonia,TEK,IOM
14,Camp-26,HF_563,Nayapara (Nhilla),TEK,IOM
