0,1,2,3,4,5
Table 11.1. Budget from 2011-2012 fiscal year to 2023-2024 fiscal year (source: BNHA),,,,,
Fiscal year,"National
budget
(in crore)","MOHFW
budget
(in crore)","MOHFW
budget as %
of national
budget","% Increase
of MOHFW
budget compared
to previous FY","% Increase of
total gvt. budget
compared to
previous FY"
2011-12,"161,213","8,150",5.06,7.00,24.00
2012-13,"189,326","9,130",4.82,12.02,17.44
2013-14,"222,491","9,495",4.27,4.00,17.52
2014-15,"239,668","11,537",4.81,21.51,7.72
2015-16,"295,100","12,695",4.30,10.04,23.13
2016-17,"340,605","17,486",5.13,37.74,15.42
2017-18,"400,266","20,679",5.17,18.26,17.52
2018-19,"464,573","23,394",5.04,13.13,16.07
2019-20,"523,190","25,733",4.92,10.00,12.62
2020-21,"568,000","29,247",5.15,13.66,8.56
2021-22,"603,681","32,730",5.42,11.91,6.28
2022-23,"678,064","36,863",5.44,13.63,12.32
2023-24,"761,785","38,052",5.00,3.23,12.35
