0,1,2,3,4,5,6,7,8,9,10,11
ICD-O,Primary site of tumour,Age group,,,,,,,,,
,,<=14,15-24,25-34,35-44,45-54,55-64,65-74,75-84,85-94,Total
C55.9,Uterus,0,1,7,19,21,13,6,1,1,69
C56.9,Ovary,3,8,11,21,26,14,7,1,1,92
C57.4,Adenexa,0,1,2,3,9,4,1,0,0,20
C57.8,Tubo overian & Utero overian,3,4,11,3,16,7,6,0,0,50
C58.9,"Placenta, Foetal membrane",0,0,0,1,0,0,1,0,0,2
C64.9,Kidney,3,0,2,3,7,11,2,0,0,28
C65.9,Renal pelvis,0,0,0,0,1,0,0,0,0,1
C67.9,Bladder,0,5,4,7,9,6,9,3,1,44
C69.4,Eye ball,2,0,0,0,0,0,0,0,0,2
C69.6,Orbit,0,1,0,1,1,1,1,0,0,5
C69.9,Eye,2,0,0,1,0,0,0,0,0,3
C70.0,Cerebral meninges,0,0,0,0,0,1,0,0,0,1
C70.9,Meninges (NOS),1,0,1,2,0,2,0,0,0,6
C71.1,Frontal lobe,1,0,0,0,0,0,0,0,0,1
C71.8,Brainstem,0,1,0,0,0,0,1,0,0,2
C71.9,Brain,10,6,9,5,6,8,6,0,0,50
C73.9,Thyroid,1,8,22,14,19,10,5,1,1,81
C74.9,Adrenal gland,0,0,0,0,0,1,0,0,0,1
C75.1,Pituitary gland,0,0,0,0,1,0,0,0,0,1
C76.0,"Cheek, Jaw ,Nose",0,0,0,5,2,4,2,0,0,13
C77.0,LN of Head face & Neck,2,2,15,30,43,33,22,4,3,154
C77.3,LN of axilla,0,2,5,10,6,4,2,1,0,30
C77.4,Inguinal region,0,0,2,1,4,2,0,0,0,9
C77.5,Pelvic LN,0,0,0,2,3,0,1,0,0,6
C77.9,LN,10,10,23,17,31,15,21,3,0,130
C80.9,Un known primary site,2,4,5,33,29,15,9,3,1,101
Total,,83,169,537,1150,1482,1001,466,123,21,5032
