0,1,2,3,4,5,6,7,8
Table 37: Projection of the supply of Medical Technologists-LAB according to scenario 1,,,,,,,"Total popula-
tion in BD
(2018, 2024 &
2030)","Density
per 10000"
Year,New registrations,,,"Supply of pre-
vious year","Attrition
rate
4%",Total Supply,,
,"Grad-
uates","In-
crease",80%,,,,,
2018,,,,,,12744,164600000,0.77
2019,671,,537,12744,510,12771,,
2020,770,,616,12771,511,12876,,
2021,795,,636,12876,515,12997,,
2022,707,,566,12997,520,13043,,
2023,853,,682,13043,522,13204,,
2024,853,,682,13204,528,13358,174612904,0.76
2025,853,,682,13358,534,13506,,
2026,853,,682,13506,540,13648,,
2027,853,,682,13648,546,13785,,
2028,853,,682,13785,551,13916,,
2029,853,,682,13916,557,14041,,
2030,853,,682,14041,562,14162,190686952,0.74
Source: BBS Pop Projection 2011-2061,,,,,,,,
