0,1,2,3,4,5,6,7,8
"Table 65: Projection of the supply of Medical Technologists- Dentistry according to
scenarios 3-4 (+10%)",,,,,,,"Total popula-
tion in BD
(2018, 2024 &
2030)","Density per
10000"
Year,New registrations,,,"Supply of
previous
year","Attrition
rate
4%","Total Sup-
ply",,
,"Gradu-
ates",Increase,95%,,,,,
2018,,,,,,4118,164600000,0.25
2019,287,,273,4118,165,4226,,
2020,336,,319,4226,169,4376,,
2021,344,,327,4376,175,4528,,
2022,340,,323,4528,181,4670,,
2023,332,,315,4670,187,4798,,
2024,365,10%,347,4798,192,4953,174612904,0.28
2025,365,,347,4953,198,5102,,
2026,365,,347,5102,204,5245,,
2027,365,,347,5245,210,5382,,
2028,365,,347,5382,215,5514,,
2029,365,,347,5514,221,5640,,
2030,365,,347,5640,226,5762,190686952,0.30
