0,1,2,3,4,5,6,7,8
"Table 90: Projection of the supply of Medical Technologists - Pharmacists (Cate-
gory B) according to scenario 3-4 (+20%)",,,,,,,"Total population
in BD
(2018, 2024 &
2030)","Density per
10000"
Year,New registrations,,,"Supply of pre-
vious year","Attrition
rate
1%","Total Sup-
ply",,
,"Gradu-
ates",Increase,95%,,,,,
2018,,,,,,14454,164600000,0.88
2019,311,,295,14454,145,14605,,
2020,311,,295,14605,146,14754,,
2021,311,,295,14754,148,14902,,
2022,311,,295,14902,149,15049,,
2023,311,,295,15049,150,15194,,
2024,373,20%,355,15194,152,15396,174612904,0.88
2025,373,,355,15396,154,15597,,
2026,373,,355,15597,156,15795,,
2027,373,,355,15795,158,15992,,
2028,373,,355,15992,160,16187,,
2029,373,,355,16187,162,16379,,
2030,373,,355,16379,164,16570,190686952,0.87
