0,1,2,3,4,5,6,7,8
"Table 47: Projection of the supply of Medical Technologists-Radiotherapy according to
scenarios 3-4 (+10%)",,,,,,,"Total popu-
lation in BD
(2018, 2024
& 2030)","Density per
10000"
Year,New registrations,,,"Supply of
previous
year","Attrition
rate
4%",Total Supply,,
,Graduates,Increase,95%,,,,,
2018,,,,,,576,164600000,0.03
2019,75,,71,576,23,624,,
2020,77,,73,624,25,672,,
2021,64,,61,672,27,706,,
2022,84,,80,706,28,758,,
2023,84,,80,758,30,807,,
2024,92,10%,88,807,32,863,174612904,0.05
2025,92,,88,863,35,916,,
2026,92,,88,916,37,967,,
2027,92,,88,967,39,1016,,
2028,92,,88,1016,41,1063,,
2029,92,,88,1063,43,1109,,
2030,92,,88,1109,44,1152,190686952,0.06
Source: BBS Pop Projection 2011-2061,,,,,,,,
