0,1,2
Division,Name of nursing institution,No. of seats
Rajshahi,"Nursing Institute attached with KhajaYunus Ali Medical College Hospital, Enayetpur, Sirajganj",50
,"Nursing Institute, Christian Mission Hospital",50
,"Pabna Community Nursing Institute, Sathia, Pabna",40
,"Islami Bank Medical College Hospital Nursing Institute, Rajshahi",100
,"Shah Makhdum Nursing Institute, Boalia, Rajshahi",30
,"TMSS Nursing College, Thengamara, Bogra",100
,"Mojibur Rahman Foundation Nursing Institute, Joypurhat",40
,"Diabetic Association Nursing Institute, Rajshahi",60
,"Uttarbango Nursing Institute, Bogra",30
,"Ideal Nursing Institute, Sherpur Road, Bogra",50
,"Safa-Macca Nursing Institute, Sirajganj",40
,"BADS Nursing Institute, Naruli, Bogra",40
,"Udayon Nursing College, Rajshahi",50
Sylhet,"North East Nursing Institute, Sylhet",120
,"Sylhet Red Crescent Nursing Institute, Sylhet",40
,"Begum Rabeya Khatun Chowdhury Nursing Institute, Sylhet",70
Rangpur,"Rangpur Community Nursing Institute, Rangpur",50
,"Prime Nursing College, Rangpur",60
,"Lamb Nursing Institute, Parbotipur, Dinajpur",50
,"Saint Vincent Nursing Institute, Dinajpur",40
,"College of Nursing Science, Zia-HFH Upashohor, Dinajpur",60
,"Northern Institute of Nursing Science, Dhap, Rangpur",40
,"Anwara Nursing Institute, Dinajpur",30
,"The Green Life Nursing Institute, Dinajpur",40
Barisal,"DWF Nursing Institute, Barisal",30
,"Gazi M. Rahman Nursing Institute, Patuakhali",40
Total,,3169
