0,1,2,3,4
Sl. no.,Code no.,Name of college,Seats,Established in
01,21,"Pioneer Dental College, 111 Malibag, D I T Road, Dhaka",100,1995
02,22,"City Dental College, 1085/1 Malibag Chowdhury Para, Dhaka",75,1998
03,23,"University Dental College, 120 Siddeswari Outer Circular Road, Century Arcade, Mogbazar, Dhaka",100,1996
04,24,"Bangladesh Dental College, Road # 14/A, Dhanmondi, Dhaka",70,1997
05,25,"Sapporo Dental College, Plot 12, Road 1/B, Sector 9, Uttara Model Town, Dhaka",90,2000
06,26,"Rangpur Dental College, Medical East Gate, Rangpur",100,2008
07,27,"Chittagong International Dental College, 206/1 Hazi Chandmia Road, Samsherpara, Chandgaon, Chittagong",65,2005
08,28,"SamajVittik Dental College, Miza Nagar, Via Savar Cant., Dhaka",50,1997
09,29,"Marks Dental College, A/3 Main Road, Section 14, Mirpur, Dhaka",50,2008
10,30,"Update Dental College, 162 Atish Dipankar Road, West Mugdha, Dhaka",90,2008
11,31,"Udayan Dental College, Rajshahi",50,2008
12,32,"Shaphena Dental College, Boro Mogbazar, Dhaka",95,2010
13,33,"Mandi Dental College, 295/Jha/14 Sikdar Real Estate, Dhanmondi (West), P.S: Hazaribag, Dhaka 1209",65,2010
14,34,"MH Shamarita Medical College Dental Unit. 13/A and 89/1 PanthaPath, Dhaka 1215",45,2010
15,35,"Kumudini Medical College Dental Unit, Mirzapur, Tangail",40,2011
16,36,"Holy Family Red Crescent Medical College, 1 Eskaton Garden Road, Dhaka",30,2012
17,36,"TMSS-Bogra Medical College Dental Unit, Bogra",50,2011
18,37,"Community Medical College Dental Unit, 190 Boro Mogbazar, Dhaka",30,2012
19,38,"Green Life Medical College Dental Unit, Dhanmondi, Dhaka",30,2013
20,39,"Community-based Medical College Dental Unit, Mymensingh",30,2014
21,40,"Dhaka National Medical College Dental Unit, 53/1 Jonson Road, Dhaka",20,2014
22,41,"Delta Medical College Dental Unit, Mirpur, Dhaka",25,2014
23,42,"Islami Bank Medical College Dental Unit, Rajshahi",20,2014
24,43,"Al-Amin Dental College, Sylhet",40,2015
25,44,"Ibrahim Medical College, Dental Unit, Dhaka",25,2016
Total,,,1385,
