0,1,2
Division,Name of junior midwifery institution,No. of seats
Chittagong,"Junior Midwifery Institute, Red Crescent Matrisadan Hospital, Chandpur",20
,"Jemison Red Crescent Midwifery Institute, Agrabad, Chittagong",50
,"Christian Hospital, Chandroghona, Rangamati",20
,"Junior Midwifery Institute, Memon Hospital, City Corporation, Chittagong",30
Dhaka,"Junior Midwifery Institute, Holy Family Red Crescent Hospital, Dhaka",60
,"Junior Midwifery Institute, Shaheed Moyez Uddin Memorial Red Crescent Matrisadan Hospital, Bangla Bazar, Dhaka",20
,"Junior Midwifery Institute, Kumudini Hospital, Mirzapur, Tangail",20
,"Central Hospital Nursing Institute, Green Road, Dhanmondi, Dhaka",20
Khulna,"Junior Midwifery Institute Ad-Din Matrisadan Hospital, Jessore",20
,"Junior Midwifery Institute, Fatema Hospital, Jessore",20
Rajshahi,"Junior Midwifery Institute, Christian Hospital, Bogra",20
Rangpur,"Prime Nursing College, Rangpur",20
Total,,320
