0,1,2
Division,Name of nursing college,Post-basic (no. of seats)
Dhaka,"East West Nursing College, Turag, Dhaka",50
,"Kumudini Nursing College, Kumudini Hospital, Tangail",25
,"State College of Health Sciences, Dhanmondi, Dhaka",30
,"International Nursing College, Tongi, Gazipur",30
,"Anwer Khan Modern Nursing College, Dhanmondi, Dhaka",30
,"United College of Nursing, Gulshan, Dhaka",20
,"BIRDEM Nursing College, 122 Kazi Nazrul Islam Avenue, Shahbag, Dhaka",50
,"TMMC Nursing College, Targas, Board Bazar, Gazipur",30
,"Sheikh Fazilatunnesa Mujib Memorial KPJ Specialized Hospital and Nursing College, Gazipur",40
,"Prime Bank Nursing College, Kuril Bishwa Road, Dhaka",20
,"Grameen Caledonian College of Nursing, Dhaka",30
,"Dhaka Central International Nursing College & Institute, Shyamoli, Dhaka",30
,"Dhaka Community Nursing College, Wireless Gate, Mogbazar, Dhaka",30
,"Green life Nursing College, Green Road, Dhaka",30
Rajshahi,"TMSS Nursing College, Thengamara, Bogra",30
,"Khaza Younus Ali Nursing College, Enaetpur, Sirajganj",30
Sylhet,"North East Nursing College, Telihaor, Sylhet",60
,"Begum Rabeya Khatun Chowdhury Nursing College, Sylhet",50
Rangpur,"Prime Nursing College, Rangpur",70
,"Rangpur Community Nursing College, Rangpur",30
,"College of Nursing Science, Zia-HFH Upashohor, Dinajpur",30
Total no. of colleges=19,Total seats,745
