0,1,2,3,4
"Table 1.9. Health-related behaviors in Bangladesh, 2023",,,,
"Main sources of drinking-water (%) (FSS,
BBS 2023)",,,Hand-washing facilities (%) (SVRS 2023),
"Tubewell (Deep/Shallow/Sub-
mersible)",89.54,,"Having both soap and
water",65.2
Supply-water (pipeline),8.38,,Having only soap,1.2
Open water bodies,1.12,,Having only water,16.2
Bottle/Jar,0.48,,"No facility/No soap
and water",17.4
Others,0.47,,,
Toilet facilities (SVRS 2023),,,,
Improved toilet facilities (%),93.63,,,
Shared (%),25.9,,,
