0,1,2,3,4,5,6,7
Table 11.2. Comparison of expenditure by ICD-10 Chapter: 2020 and 2015,,,,,,,
"ICD-10
Chapter","Classification of diseases
and conditions",2015,,,2020,,
,,"Expen-
diture
(BDT in
crore)","Expen-
diture
(Percent-
age)",Rank,"Expen-
diture
(BDT in
crore)","Expendi-
ture (Per-
centage)",Rank
A00-B99,"Certain infectious and
parasitic diseases","3,110.5",8.0,5,"4,149.3",6.0,6
C00-D48,Neoplasms,889.3,2.3,15,"1,359.0",2.0,14
D50-D89,"Diseases of the blood and
blood-forming organs and
certain disorders involving
the immune mechanism",127.8,0.3,19,358.1,0.5,19
E00-E90,"Endocrine, nutritional and
metabolic diseases","2,011.4",5.2,8,"2,489.5",3.6,9
F00-F99,"Mental and behavioral
disorders","1,491.3",3.8,11,"2,043.6",3.0,13
G00-G99,"Diseases of the nervous
system",963.5,2.5,14,"1,130.6",1.6,15
H00-H59,"Diseases of the eye and
adnexa","1,008.4",2.6,13,"1,090.5",1.6,16
H60-H95,"Diseases of the ear and
mastoid process",734.8,1.9,18,793.4,1.2,17
Table 11.2 contd.,,,,,,,
