0,1,2
"Table 5.8. Number of major and minor surgeries performed at district/general hospitals, 2023",,
Facility,Major surgery,Minor surgery
Bagerhat District Hospital,"1,121","12,556"
Bandarban 250-bed District Hospital,377,"2,959"
Barguna District Hospital,240,"3,768"
Barishal General Hospital,289,"5,368"
Bhola 250-bed District Sadar Hospital,687,"1,525"
Bogura 250-bed Mohammad Ali District Hospital,"3,473","9,810"
Brahmanbaria 250-bed District Sadar Hospital,"1,682","17,059"
Chandpur 250-bed General Hospital,"1,514","3,591"
Chapainowabganj 250-bed District Hospital,792,"4,035"
Chittagong 250-bed General Hospital,"1,107","4,899"
Chuadanga District Hospital,"1,311","11,239"
Cox’s Bazar 250-bed District Sadar Hospital,"2,672","52,641"
Cumilla General Hospital,"2,187","5,351"
Dinajpur 250-bed General Hospital,"2,680","9,097"
Faridpur General Hospital,174,"7,149"
Feni 250-bed District Sadar Hospital,"1,779","12,836"
Gaibandha 250-bed District Hospital,"1,292","9,335"
Gopalganj 250-bed General Hospital,"11,895","17,495"
Habiganj 250-bed District Hospital,404,"1,369"
Jamalpur 250 bedded General Hospital,"3,449","5,237"
Jashore 250-bed General Hospital,"5,189","35,292"
Jhalokathi District Hospital,415,"5,038"
Jhenaidah 250-bedded General Hospital,"2,529","10,935"
Joypurhat 250-bed District Hospital,"4,314","10,982"
Khagrachhari District Hospital,"1,683","7,022"
Khulna 250-bed General Hospital,700,"16,395"
Table 5.8 contd.,,
