0,1,2,3,4,5,6,7,8,9,10,11
,,,Total B/S,,Total,,,,,,
,Name of,Adjusted,,ABER,,,ASPR,Total,% of,Total,% of
Year,,,Examina-,,+ve,API,,,,,
,Division,Population,,%,,,%,Pv,Pv.,Pf,Pf.
,,,tion,,Case,,,,,,
,,,,,,,,,,,
2001,Barisal,8560027,4096,0.05,27,0.00,0.66,15,55.56,12,44.44
,Chittagong,25320819,224053,0.88,51854,2.05,23.14,13796,26.61,38058,73.39
,Dhaka,40928700,80828,0.20,1406,0.03,1.74,964,68.56,442,31.44
,Khulna,15332224,4474,0.03,56,0.00,1.25,48,85.71,8,14.29
,Rajshahi,31587159,20652,0.07,80,0.00,0.39,51,63.75,29,36.25
,Sylhet,8289977,27776,0.34,2223,0.27,8.00,1005,45.21,1218,54.79
All Division,,130018906,361879,0.28,55646,0.43,15.38,15879,28.54,39767,71.46
2002,Barisal,8690996,2181,0.03,0,0.00,0.00,0,,0,
,Chittagong,25708228,221777,0.86,60211,2.34,27.15,15383,25.55,44828,74.45
,Dhaka,41554909,58026,0.14,1046,0.03,1.80,472,45.12,574,54.88
,Khulna,15566807,2724,0.02,22,0.00,0.81,16,72.73,6,27.27
,Rajshahi,32070443,3676,0.01,51,0.00,1.39,2,102,49,96.08
,Sylhet,8416813,32951,0.39,2381,0.28,7.23,815,34.23,1566,65.77
All Division,,132008195,321335,0.24,63711,0.48,19.83,16688,26.19,47023,73.81
2003,Barisal,8821964,3507,0.04,25,0.00,0.71,10,40.00,15,60.00
,Chittagong,26095636,233015,0.89,53216,2.04,22.84,13367,25.12,39849,74.88
,Dhaka,42181118,58271,0.14,873,0.02,1.50,407,46.62,466,53.38
