0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
তারিখঃ,,,,,,,,,,,,,,08-05-2023 ইং,,
ক্রঃ নং,রেৈারগি নাম,"হািপাতারলি নাম
পরিচালক/তত্ত্বােধায়রকি নাম ও জমাোইল নম্বি",জেড িংখ্যা,,,জৈরন্টরলটি,ৈরতকৃেত জিাগীি িংখ্যা,,,"গত ২৪ ঘন্টায়
ৈরত েজিাগীি
িংখ্যা","গত ২৪ ঘন্টায়
োড়প্রাপ্ত
জিাগীি িংখ্যা","অরক্সরেন
রিরলন্ডারিি িংখ্যা","হাইরলা
জনোল
কযারনালা","অরক্সরেন
কনরিনরট্রইটি","জিরাল অরক্সরেন
লাইন",মন্তব্য
,,,জেনারিল জেড,আইরিইউ জেড,এইচ রড ইউ জেড,,,,,,,,,,,
,,,,,,,জেনারিল জেড,আইরিইউ জেড,এইচ রডইউ জেড,,,,,,,
৪,,২৫০ েয্যা রেঃ জেলা িদি হািঃ সুনামগঞ্জ,১০০,০,০,২,০,০,০,০,০,১২৬,৫,২৫,আরে,
৫,,২৫০ েয্যা রেঃ জেলা িদি হািঃ হরেগঞ্জ,১০০,০,০,২,০,০,০,০,০,২৪২,২,৫,আরে,
৬,,২৫০ েয্যা রেঃ জেলা িদি হািঃ জমৌলৈীোোি,৬০,৬,০,২,০,০,০,০,০,৩৮৫,৬,৮,প্রকৃয়াধীন,
৭,,উপরেলা স্বাস্থ্য কমরেক্স িােনগি,৩০,০,০,০,০,০,০,০,০,১২৩,০,৩,নাই,
জমাট,,,৪৩৬,২২,০,১৮,০,০,০,০,০,১১৫১,২২,৭৭,৩ টি,
জমাট,,,১২৮৬০,১১৮৬,৬৯৫,১০১৪,২,১৬,৬,৮,৮,২৯৫৬৩,২০৪৮,২৪৭৭,১২০ টি,
,,,,,,,,,,,,,,,,
,*** হাইলাইটকৃত স্থ্ারন তথ্য আপরডট কিা হরয়রে।,,,,,ডা. মুহাম্মদ োরহদুল ইিলাম,,,,,,,,,,
,*** হাইলাইটকৃত স্থ্ারন জেনারিল জেরডি তুলনায় জেরে জিাগী ৈরত েআরে।,,,,,"রডরপএম ই-জহলথ, এমআইএি",,,,,,,,,,
,,,,,,"ইনচােে
জহলথ্ ইমারেন্সেী অপারিেন জিন্টাি ও কররাল রুম
স্বাস্থ্য অরধদপ্তি, মহাখালী, ঢাকা। হটলাইন: ০১৭৫৯-১১৪৪৮৮
জটরলরফান নং: ০২-২২২২৮৫৯৩৩, ০২-২২২২৯৭৩৫৩
ই-জমইল: controlroomdghs@yahoo.com",,,,,,,,,,
,,,,,,,,,,,,,,,,
