0,1,2,3,4,5
Division,District,Name,Total beds,ALS (Days),BOR (%)
Rajshahi,"Chapai-
nowabganj",Bholahat Upazila Health Complex,31,2.5,87
,,Gomastapur Upazila Health Complex,31,1.9,97.9
,,Nachol Upazila Health Complex,31,2.7,99.8
,,Shibganj Upazila Health Complex,50,1.7,72.7
,Joypurhat,Akkelpur Upazila Health Complex,50,3.1,59.3
,,Kalai Upazila Health Complex,50,2.5,101.2
,,Khetlal Upazila Health Complex,50,2.7,66.9
,,Panchbibi Upazila Health Complex,50,2.6,58.9
,Naogaon,Atrai Upazila Health Complex,31,2.2,93.3
,,Badalgachi Upazila Health Complex,50,2.4,46.3
,,Dhamairhat Upazila Health Complex,50,3.1,53.6
,,Manda Upazila Health Complex,50,2.3,70.9
,,Mohadevpur Upazila Health Complex,50,1.4,51.8
,,Niamatpur Upazila Health Complex,50,2.4,50.4
,,Patnitala Upazila Health Complex,50,2.3,57.2
,,Porsha Upazila Health Complex,31,3,76.8
,,Raninagar Upazila Health Complex,31,3.1,97.1
,,Sapahar Upazila Health Complex,50,2.4,70.3
,Natore,Bagatipara Upazila Health Complex,31,2.3,70
,,Baraigram Upazila Health Complex,31,2.1,60.1
,,Gurudashpur Upazila Health Complex,50,1.9,58.2
,,Lalpur Upazila Health Complex,50,2,90.2
,,Singra Upazila Health Complex,31,1.5,92.8
,Pabna,Atghoria Upazila Health Complex,31,2.4,89.8
,,Bera Upazila Health Complex,50,1.1,66.7
,,Bhangura Upazila Health Complex,31,2,81.7
,,Chatmohar Upazila Health Complex,50,2,113.9
,,Iswardi Upazila Health Complex,50,1.6,105.4
,,Santhia Upazila Health Complex,50,2.3,84.5
,,Sujanagar Upazila Health Complex,51,1.4,81.5
,,"Upazila Health Complex, Faridpur, Pabna",50,3.5,87
,Rajshahi,Bagha Upazila Health Complex,50,2.9,65.1
,,Bagmara Upazila Health Complex,50,2.5,71.9
,,Charghat Upazila Health Complex,50,1,40.3
,,Durgapur Upazila Health Complex,50,1.7,62.3
,,Godagari Upazila Health Complex,31,2,55.2
,,Mohanpur Upazila Health Complex,50,1.8,44.6
,,Paba Upazila Health Complex,31,1,66.6
,,Puthia Upazila Health Complex,50,1.7,65.4
,,Tanore Upazila Health Complex,50,2.8,70.2
,Sirajganj,Belkuchi Upazila Health Complex,31,1.1,68.7
,,Chowhali Upazila Health Complex,31,0,0
,,Kamarkhanda Upazila Health Complex,31,2.6,70.2
,,Kazipur Upazila Health Complex,31,3.2,97.2
,,Raiganj Upazila Health Complex,31,1,97.2
,,Shahzadpur Upazila Health Complex,31,1.8,56.6
,,Tarash Upazila Health Complex,31,1.5,60.4
,,Ullapara Upazila Health Complex,31,3.1,95.5
