0,1,2,3
Division,Name of institution,Year of establishment,No. of seats
Rajshahi,"RadiumMedical Training School, Talainari, Boalia, Rajshahi",2012,50
,"Sirajganj Modern Medical Training School, Coddarmore, Sirajganj",2011,25
,"Anwara Medical Assistant Training School, Dinajpur",2011,75
,"TS Medical Assistant Training School, New Bagura Road, Sirajganj",2011,80
,"Morning Glory Medical Assistant Training School, Shibtola, Chapainowabganj",2012,80
,"SDDL Medical Assistant Training School (MATS), Bogra",2012,80
,"Prime Medical Assistant Training School, Talaimari, Rajshahi",2011,100
,"State Medical Assistant Training Academy, Mill Gate Sarak, Kaliganj, Jhenaidah",2011,50
,"Ideal Medical Assistant Training School (MATS), Poura College Para, Chuadanga",2012,25
,"Uttar Banga Medical Assistant Training School, Uttar Banga MATS",2011,50
,"Mohasthan Medical Assistant Training School, Gokul, Bogra",2013,100
,"Rubi Medical Assistant Training School, Naogoan",2013,50
,"Doctor’s Medical Assistant Training school, Rajpara, Rajshahi",2013,50
,"DAF Bangladesh Medical Training School, Rajshahi",2013,50
,"Mahi Sawar Medical Assistant Training School, Bogra",2013,50
,"Afford Medical Assistant Training School, Boalia, Rajshahi",2013,75
,"Bright Nation Medical Assistant Training School, Pabna Sadar, Pabna",2013,50
,"Padma Medical Assistant Training School, Kashiadanga, Rajshahi",2013,50
,"BIMT Medical Assistant Training School, Shajahanpur, Bogra",2013,75
,"Combined Medical Assistant Training School, Bogra",2013,50
,"Peerless Medical Assistant Training School, Puthia, Rajshahi",2013,50
,"Amena Medical Assistant Training School, Talaimari Bazar, Rajshahi",2013,50
,"NIAK Medical Assistant Training School, College Road, Shibbari, Bogra",2014,75
,"Royal Medical Assistant Training School, Sherpur Road, Bogra",2014,50
,"Jonoseba Medical Assistant Training School, Arambag, Chapainowabganj",2014,50
,"SM Institute of Medical Technology & MATS, Sirajganj",2014,50
,"Saleha Medical Assistant Training School, Boro Bonogram, Rajshahi",2014,50
,"Labcare Medical Assistant Training School, Munshi Meherullah Sorok, Sirajganj",2014,50
,"Al Amana Medical Assistant Training School, Loskorpur, Pabna",2014,50
,"The Green Medical Assistant Training School, Dhaka Bypass Road, Pabna",2015,50
,"Pabna Ideal Medical Assistant Training School, Salgaria, Pabna",2015,50
,"Asian Medical Assistant Training School, Sreerampur, Sherpur, Bogra",2015,50
,"Neuron Medical Assistant Training School, Boalia, Rajshahi",2015,50
,"Ullapara Medical Assistant Training School, Ullaoara, Sirajganj",2012,25
Khulna,"State Medical Assistant Training Academy, Mill Gate Sarak, Kaliganj, Jhenaidah",2011,50
,"Ideal Medical Assistant Training School (MATS),Poura College Para, Chuadanga",2012,50
,"Khulna Medical Assistant Training School (MATS), Khulna",2011,60
,"Dr. Liza Raton Medical Assistant Training School, 42/1 NS Road, Kushtia",2011,75
,"Alo Medical Assistant Training School, Alobhaban, NS Road, Kushtia",2011,80
,"Chuadanga Ideal Medical Assistant Training School (MATS), Alamdanga Road, Poura
College Para, Chuadanga",2012,25
,"Unilab Medical Assistant Training School, Magura",2011,100
,"Brick Medical Assistant Training School, Daulatpur, Kushtia",2014,50
,"Dr. Taher, Dr. Lina Medical Assistant Training School, College Road, Meherpur",2014,50
,"Rupsha Medical Assistant Training School, Fulbari Gate, Khulna",2014,50
,"Oxford Medical Assistant Training School, Stadium More, Magura",2014,50
,"Bushra Medical Assistant Training School, Khulna Road More, Satkhira",2014,50
,"Lalonshah Medical Assistant Training, School & Medical Technology Institute, Kumarkhali, Kushtia",2014,50
,"Muktijudda Tofazzal Hossen Medical College, Hamdaha, Jhenaidah",2015,50
,"Dr. Mezbah-ur-Rahman Medical Assistant Training School, Jessore",2015,50
,"Padma Gorai Medical Assistant Training School, Kushtia Sadar, Kushtia",2015,50
,"Specialised Medical Assistant Training School, Hospital Road, Kushtia",2015,50
