0,1,2,3,4,5
Division,District,Name,Total beds,ALS (Days),BOR (%)
Chittagong,Chandpur,Faridganj Upazila Health Complex,31,2.2,69.9
,,Haimchar Upazila Health Complex,31,2.7,92.4
,,Haziganj Upazila Health Complex,50,2.6,59.7
,,Kachua Upazila Health Complex,50,2.1,61.2
,,Matlab(daxin) Upazila Health Complex,50,2.4,82.8
,,Matlab(uttar) Upazila Health Complex,31,3.5,82.9
,,Saharasthi Upazila Health Complex,50,2.5,80
,Chittagong,Anwara Upazila Health Complex,50,1.7,94.2
,,Banshkhali Upazila Health Complex,50,2,93.9
,,Boalkhali Upazila Health Complex,50,1.9,62.3
,,Chandanaish Upazila Health Complex,50,1.5,54.3
,,Fatikchhari Upazila Health Complex,50,1.5,73.4
,,Hathazari Upazila Health Complex,50,2,86.4
,,Lohagara Upazila Health Complex,50,2.2,80.8
,,Mirarsarai Upazila Health Complex,50,1.8,68.3
,,Patiya Upazila Health Complex,50,1.8,100.9
,,Rangunia Upazila Health Complex,50,1.9,72.7
,,Roujan Upazila Health Complex,50,1,73.9
,,Sandwip Upazila Health Complex,31,2,80.3
,,Satkania Upazila Health Complex,31,2.6,99
,,Sitakunda Upazila Health Complex,50,1.6,89.4
,Comilla,Barura Upazila Health Complex,31,2.7,88.9
,,Brahmmanpara Upazila Health Complex,31,2.8,70
,,Burichong Upazila Health Complex,31,1.9,80.7
,,Chauddagram Upazila Health Complex,50,1.6,81.6
,,Chandina Upazila Health Complex,31,1.6,123.9
,,Comilla Sadar Daxin Upazila Health Complex,31,0,0
,,Daudkandi Upazila Health Complex,31,1,59.7
,,Debidwar Upazila Health Complex,50,1,85.4
,,Homna Upazila Health Complex,50,1.7,65.4
,,Laksham Upazila Health Complex,50,1.8,54.5
,,Meghna Upazila Health Complex,31,6.4,34.9
,,Monoharganj Upazila Health Complex,31,0,0
,,Muradnagar Upazila Health Complex,50,2.3,87.2
,,Nangolkot Upazila Health Complex,50,2.2,68.6
,,Titas Upazila Health Complex,31,1.3,56.7
,Feni,Chhagalnaya Upazila Health Complex,50,3,93.6
,,Daganbhuiya Upazila Health Complex,31,2.1,94.3
,,Fulgazi Upazila Health Complex,31,1.9,76.1
,,Parsuram Upazila Health Complex,50,2.2,76.1
,,Sonagazi Upazila Health Complex,31,2.2,155.3
,"Khagrach-
hari",Dighinala Upazila Health Complex,10,1,150.1
,,Lakshmichhari Upazila Health Complex,31,2.8,24.6
,,Manikchhari Upazila Health Complex,10,2.5,206.7
,,Matiranga Upazila Health Complex,31,4.6,69.7
,,Mohalchhari Upazila Health Complex,31,2.1,31
,,Panchhari Upazila Health Complex,10,1.8,91.5
,,Ramgarh Upazila Health Complex,31,2.2,52.4
