0,1,2,3,4,5
Division,District,Name,Total beds,ALS (Days),BOR (%)
Barisal,Barguna,Amtali Upazila Health Complex,50,2.4,66.8
,,Bamna Upazila Health Complex,31,3.9,68.1
,,Betagi Upazila Health Complex,50,2.43,80.47
,,Pathargatha Upazila Health Complex,50,2.3,58.2
,,Agailjhara Upazila Health Complex,50,3,60.8
,,Babuganj Upazila Health Complex,31,5.4,57.4
,,Bakerganj Upazila Health Complex,31,2.5,103.2
,,Banaripara Upazila Health Complex,50,2.3,63.5
,,Gournadi Upazila Health Complex,50,2.7,81.3
,,Hijla Upazila Health Complex,31,3.5,70.5
,,Mehendiganj Upazila Health Complex,31,2.3,103.2
,,Muladi Upazila Health Complex,50,4,77.1
,,Wazirpur Upazila Health Complex,50,4.1,90.1
,Bhola,Borhanuddin Upazila Health Complex,50,1.8,92.6
,,Char Fasson Upazila Health Complex,50,2,146
,,Daulatkhan Upazila Health Complex,50,2.2,56.1
,,Lalmohan Upazila Health Complex,50,2.1,105.7
,,Manpura Upazila Health Complex,31,3.3,74.1
,,Tajumuddin Upazila Health Complex,31,4,101.3
,Jhalokathi,Kathalia Upazila Health Complex,31,5.3,116.8
,,Nalchithi Upazila Health Complex,50,2.8,55.7
,,Rajapur Upazila Health Complex,50,3.3,75.6
,Patuakhali,Bauphal Upazila Health Complex,50,4,95.6
,,Dashmina Upazila Health Complex,31,2.4,114.1
,,Dumki Upazila Health Complex,31,3.2,65.9
,,Galachipa Upazila Health Complex,50,3.1,115.4
,,Kalapara Upazila Health Complex,50,2.5,120.8
,,Mirzaganj Upazila Health Complex,50,3.4,64.2
,Pirojpur,Bhandaria Upazila Health Complex,31,2.5,101.4
,,Kawkhali Upazila Health Complex,31,3.5,57.4
,,Mathbaria Upazila Health Complex,50,2.4,103.7
,,Nazirpur Upazila Health Complex,50,4.1,57.4
,,Nesarabad Upazila Health Complex,50,1.9,84.2
,,Zianagar Upazila Health Complex,31,0,0
Chittagong,Bandarban,Alikadam Upazila Health Complex,31,1.9,64
,,Lama Upazila Health Complex,31,2.7,100.3
,,Naikhongchhari Upazila Health Complex,31,1,47.4
,,Rowangchhari Upazila Health Complex,10,2.8,58.2
,,Ruma Upazila Health Complex,10,2,65
,,Thanchi Upazila Health Complex,31,2,77.5
,"Brahman-
baria",Akhaura Upazila Health Complex,31,1.9,79
,,Ashuganj Upazila Health Complex,0,0,0
,,Bancharampur Upazila Health Complex,31,2.2,67.7
,,Kashba Upazila Health Complex,31,1.5,56.1
,,Nabinagar Upazila Health Complex,31,1,84
,,Nasirnagar Upazila Health Complex,50,2.6,89.1
,,Sarail Upazila Health Complex,50,1.9,59.5
