0,1,2,3,4,5
Division,District,Name,Total beds,ALS (Days),BOR (%)
Rangpur,Dinajpur,Birampur Upazila Health Complex,31,1.5,69.9
,,Birganj Upazila Health Complex,50,2.9,57.6
,,Birol Upazila Health Complex,50,2.6,42.3
,,Bochaganj Upazila Health Complex,50,2.3,54.3
,,Chirirbandar Upazila Health Complex,31,1,98
,,Fulbari Upazila Health Complex,31,1,101.5
,,Ghoraghat Upazila Health Complex,31,2.8,78.5
,,Hakimpur Upazila Health Complex,31,2,68.9
,,Kaharol Upazila Health Complex,31,2.7,55.4
,,Khansama Upazila Health Complex,31,2.2,108.1
,,Nawabganj Upazila Health Complex,31,2.2,72.9
,,Parbatipur Upazila Health Complex,50,2.9,98.4
,Gaibandha,Fulchhari Upazila Health Complex,31,4.1,73
,,Gobindaganj Upazila Health Complex,50,1.5,97.4
,,Palashbari Upazila Health Complex,31,1.8,79.3
,,Sadullapur Upazila Health Complex,31,2.2,115.2
,,Shaghata Upazila Health Complex,31,2.5,72.7
,,Sundarganj Upazila Health Complex,31,1,85.4
,Kurigram,Bhurungamari Upazila Health Complex,31,2.2,91.3
,,Chilmari Upazila Health Complex,50,2.4,51.5
,,Fulbari Upazila Health Complex,31,3.8,98.8
,,Nageswari Upazila Health Complex,31,3.4,124.5
,,Rajarhat Upazila Health Complex,31,3.8,97.4
,,Rajibpur Upazila Health Complex,31,1,38
,,Rowmari Upazila Health Complex,31,1.4,84.7
,,Ullipur Upazila Health Complex,50,2,85.5
,Lalmonirhat,Aditmari Upazila Health Complex,50,3.4,41.2
,,Hatibandha Upazila Health Complex,50,1.5,68.9
,,Kaliganj Upazila Health Complex,50,2.9,61.5
,,Patgram Upazila Health Complex,31,2.8,101
,Nilphamari,Dimla Upazila Health Complex,50,2,90.4
,,Domar Upazila Health Complex,50,1.7,79.4
,,Jaldhaka Upazila Health Complex,50,1,116.3
,,Kishoreganj Upazila Health Complex,50,1.5,86.8
,,Saidpur Upazila Health Complex,0,0,0
,Panchagarh,Atwari Upazila Health Complex,50,2.2,74.2
,,Boda Upazila Health Complex,50,2.9,78.2
,,Debiganj Upazila Health Complex,50,2.2,71.4
,,Tetulia Upazila Health Complex,50,3.2,71.4
,Rangpur,Badarganj Upazila Health Complex,31,1.9,130.9
,,Gangachara Upazila Health Complex,50,3,87.4
,,Kownia Upazila Health Complex,31,1.9,91
,,Mithapukur Upazila Health Complex,50,1.8,99.3
,,Pirgacha Upazila Health Complex,31,2.9,87.7
,,Pirganj Upazila Health Complex,50,1,81
,,Taraganj Upazila Health Complex,31,2.6,74.6
,Thakurgaon,Baliadangi Upazila Health Complex,50,2.4,80.4
,,Haripur Upazila Health Complex,50,2.5,52.5
,,Pirganj Upazila Health Complex,50,1.6,84.8
,,Ranisankhail Upazila Health Complex,50,2.5,79
