0,1,2,3,4
"Sl.
no.",Name of hospital,"No. of
sanctioned
beds","Average
length of
stay","Bed-
occupancy
rate"
10,"Comilla District Hospital, Comilla",100,4,135
11,"Cox’s Bazar District Hospital, Cox’s Bazar",250,2.9,169.9
12,"Dinajpur District Hospital, Dinajpur",250,4.3,56.6
13,"Faridpur General Hospital, Faridpur",100,2.6,120.7
14,"Feni District Hospital, Feni",250,3,128.2
15,"Gaibandha District Hospital, Gaibandha",100,2.1,128.6
16,"Gazipur District Hospital, Gazipur (renamed as
Shaheed Tajuddin Ahamed Medical College Hospital)",100,2.5,120.5
17,"Gopalganj District Hospital, Gopalganj",250,3,99.1
18,"Hobiganj District Hospital, Hobiganj",100,1.5,203.6
19,"Jamalpur District Hospital, Jamalpur",250,3,142.5
20,"Jessore District Hospital, Jessore",278,2.7,154.5
21,"Jhalokati District Hospital, Jhalokati",100,3.3,114.7
22,"Jhenaidah District Hospital, Jhenaidah",100,2.5,212.6
23,"Joypurhat District Hospital, Joypurhat",150,3.4,130.3
24,"Khagrachhari District Hospital, Khagrachhari",100,3,84.1
25,"Khulna District Hospital, Khulna",150,4.7,74.7
26,"Kishoreganj District Hospital, Kishoreganj",250,2.15,157.2
27,"Kurigram District Hospital, Kurigram",100,2.6,176.1
28,"Kushtia District Hospital, Kushtia",250,3.1,190.7
29,Lakshmipur District Hospital,100,3,178.7
30,"Lalmonirhat District Hospital, Lalmonirhat",100,2.5,83.6
31,"M. Bazar District Hospital, M. Bazar",250,2.3,103.1
32,"Madaripur District Hospital, Madaripur",100,2.1,126.5
33,"Magura District Hospital, Magura",100,3.1,261.7
34,"Mohammad Ali District Hospital , Bogra",250,4.4,84.2
35,"Munshiganj District Hospital, Munshiganj",100,2.9,110.7
36,"Nababganj District Hospital, Nababganj",100,2.6,160.3
37,"Naogaon District Hospital, Naogaon",100,2.1,152.4
38,"Narail District Hospital, Narail",100,2.9,149.9
39,Narayanganj 300-bed Hospital,300,12,88.1
40,Narayanganj General (Victoria) Hospital (100-bed),100,2.1,117.7
41,"Narsingdi (100-bed) Zila Hospital, Narshingdi",100,4.3,128.7
42,"Narsingdi District Hospital, Narsingdi",100,3.3,69.5
43,"Natore District Hospital, Natore",100,1.9,147.5
44,"Netrakona District Hospital, Netrakona",100,2.2,178.5
45,"Nilphamari District Hospital, Nilphamari",100,2,191.3
46,"Noakhali District Hospital, Noakhali",250,,204.4
