0,1,2
Table Continued...,,
Sl. no.,Drugs/Medicines,
72,"Preparations of Imidazole or Nystatin for Vaginal and Vulval Candidiasis
6.4 Antiviral medicines",
,,
73,Acyclovir,"Tablet/Cream/Eye ointment
Intravenous Infusion"
74,Nelfinavir (NVP),Oral powder/tablet
,6.4.1 Antiherpes medicines,
75,Idoxruridine,Eye drops
,"6.4.2 Antiretrovirals
6.4.2.1 Nucleoside/Nucleotide reverse transscriptase inhibitors",
,,
76,Abacavir (ABC),Oral liquid/Tablet
77,Lamivudine(3TC),Oral liquid/Tablet
78,Tenofovir disoproxil fumarate (TDF),Tablet
79,Zidovudine (ZDV or AZT),"Capsul/Oral liquid/IV
infusion/injection/Tablet"
,6.4.2.2 Non-nucleoside reverse teanscriptase inhibitors,
80,Efavirenz,Capsul/Oral liquid/Tablet
81,Nevirapine(NVP),Oral liquid/Tablet
,6.4.3 Other antivirals,
82,Oseltamivir,Tablet
,"6.5 Antiprotozoal medicines
6.5.1 Antiamoebic and antigiardiasis medicines",
,,
83,Diloxanide,Tablet
,6.5.2 Antileishmaniasis medicines,
84,Sodium Stibogluconate,Injection
,6.5.3 Antimalarial medicines,
,6.5.3.1 For curative treatment,
85,Artemether with Lumefantrine,Tablet
86,Primaquine,Tablet
87,Sulfadoxin with Pyrimethamine,Tablet
88,Artesunate,Injection/Tablet
89,Mefioquine,Tablet
90,Quninie,Injection/Tablet
,"6.5.4 Antipneumocystosis and antitoxoplasmosis
medicines",
91,Pyrimethamine,Tablet
,7. Antimigraine medicines,
,7. 1 For treatment of acute attack,
92,Sumatriptan Succinate,Tablet/Injection/Nasal spray
Table 7.1. Contd.,,
