0,1,2,3,4
"Table 4.1. Primary healthcare facilities run by the DGHS at the upazila level and below, 2017
(September)",,,,
Level,Type of facility,"Type of
service","Total no.
of facilities","Total no.
of beds"
Upazila,Upazila health complex (50-bed),Hospital,297,"14,850"
,Upazila health complex (31-bed),Hospital,112,"3,472"
,Upazila health complex (10-bed),Hospital,11,110
,Upazila health complex (0-bed)*,OPD,4,-
,Subtotal of upazila health complexes,,424,"18,432"
,Upazila health office,OPD,60,-
,31-bed hospital,Hospital,4,124
,30-bed hospital,Hospital,1,30
,25-bed hospital,Hospital,1,25
,Subtotal of hospitals outside health complexes,,66,179
,Total of upazila-level facilities,,490,"18,611"
Union,20-bed hospital,Hospital,32,640
,10-bed hospital,Hospital,19,190
,Subtotal of union-level hospitals,,51,830
,"Union subcenter and Union health & family
welfare center",OPD,"1,399",-
,Total of union-level facilities,,"1,450",
Ward,Community clinic (functional at present),OPD,"13,442",-
Grand total of primary-care hospitals (Upazila and below),,,477,"19,441"
Grand total of primary health facilities (Upazila and below),,,"15,382","19,441"
*Hospital not yet started,,,,
