0,1,2,3,4
"Sl.
no",Name of facility,"No. of
sanctioned
beds","Average
length of
stay","Bed-
occupancy
rate"
379,Sujanagar Upazila Health Complex,51,2,91.1
380,Sulla Upazila Health Complex,31,2.3,49.8
381,Sundarganj Upazila Health Complex,31,2.8,89.7
382,Taherpur Upazila Health Complex,31,2.9,76.1
383,Tajumuddin Upazila Health Complex,31,3.7,76.1
384,Tanore Upazila Health Complex,31,2.2,108.6
385,Taraganj Upazila Health Complex,31,3,56.1
386,Tarail Upazila Health Complex,50,2.4,83
387,Tarash Upazila Health Complex,31,1.1,62.5
388,Teknaf Upazila Health Complex,50,1,48.7
389,Terakhada Upazila Health Complex,31,5.1,110.4
390,Tetulia Upazila Health Complex,50,2.6,60.3
391,Titas Upazila Health Complex,31,5.6,69.6
392,Trishal Upazila Health Complex,31,2.3,83.1
393,Tungibari Upazila Health Complex,50,2.2,62.9
394,Tungipara Upazila Health Complex,50,2.5,83.4
395,Ukhyia Upazila Health Complex,31,1.5,145.1
396,Ulipur Upazila Health Complex,50,2.5,86.5
397,Ullapara Upazila Health Complex,31,2.4,88.3
398,Wazirpur Upazila Health Complex,50,4,76.8
399,Zanjira Upazila Health Complex,31,1.8,88.4
400,Zakiganj Upazila Health Complex,31,1.5,96.4
,Total,"16,072",2.58,80.05
