0,1,2,3,4
"Sl.
no",Name of facility,"No. of
sanctioned
beds","Average
length of
stay","Bed-
occupancy
rate"
341,Sandwip Upazila Health Complex,31,2,60.8
342,Santhia Upazila Health Complex,50,2,64.5
343,Sapahar Upazila Health Complex,50,2.3,71.7
344,Sarail Upazila Health Complex,50,1.8,64.1
345,Sarankhola Upazila Health Complex,31,2.7,121
346,Sariakandi Upazila Health Complex,50,4.7,99.1
347,Sarishabari Upazila Health Complex,50,1.9,96.1
348,Sarsa Upazila Health Complex,31,1.5,87.3
349,Satkania Upazila Health Complex,31,2.1,81.1
350,Saturia Upazila Health Complex,50,2.5,69.1
351,Savar Upazila Health Complex,50,4.3,90.9
352,Senbag Upazila Health Complex,50,2.4,64.1
353,Serajdikhan Upazila Health Complex,50,2.9,55.7
354,Shaghatta Upazila Health Complex,31,2.5,71.2
355,Shahzadpur Upazila Health Complex,31,1,73.3
356,Shailkupa Upazila Health Complex,50,2.2,111.9
357,Shajahanpur Upazila Health Complex,31,5.6,74.6
358,Shalikha Upazila Health Complex,31,2.2,66.4
359,Sherpur Upazila Health Complex,31,1.6,88.2
360,Shibalaya Upazila Health Complex,31,2,97.7
361,Shibchar Upazila Health Complex,50,2.6,74.1
362,Shibganj Bogra Upazila Health Complex,50,3,73.8
363,Shibganj NG Upazila Health Complex,50,2,73
364,Shibpur Upazila Health Complex,31,3,74.1
365,Shyamnagar Upazila Health Complex,50,2.8,174.3
366,Singair Upazila Health Complex,50,2.1,47.4
367,Singra Upazila Health Complex,31,1.4,88.2
368,Sitakunda Upazila Health Complex,50,2.1,73.2
369,Sonagazi Upazila Health Complex,31,1.8,130.9
370,Sonaimuri Upazila Health Complex,31,2.2,90.6
371,Sonargaon Upazila Health Complex,31,3.3,65.2
372,Sonatala Upazila Health Complex,50,2,57.5
373,Sreemangal Upazila Health Complex,50,1.6,70.1
374,Sreenagar Upazila Health Complex,50,4,53.6
375,"Sreepur Upazila Health Complex, Magura",31,3.7,78.4
376,"Sreepur Upazila Health Complex, Gazipur",31,2,102.1
377,Sribordi Upazila health Complex,50,3,61.3
378,Subarnachar Upazila Health Complex,31,2.8,71.1
