0,1,2,3,4
Round,"No. of districts
covered",No. of children,,"Reported
coverage (%)"
,,Targeted,Treated,
November,64,"15,743,159","15,482,778",94
May,64,"19,303,404","19,101,496",98
November,64,"19,303,404","18,782,212",97
May,64,"19,837,612","19,440,860",98
November,64,"2,19,71,611","2,17,45,757",98.97
May,64,"2,20,70,512","2,17,35,040",98.48
November,64,"2,20,82,923","2,19,92,383",99.59
May,64,"2,22,63,213","2,20,40,581",99
November,64,"2,22,63,192","2,20,38,334",98.99
April,64,"2,49,86,323","2,47,99,113",99.25
October,64,"2,50,89,864","2,48,98,332",99.23
April,64,"2,48,86,323","2,46,98,576",99.25
October,64,"2,50,90,960","2,49,93,205",99.61
April,64,"3,12,81,837","2,67,04,597",85.37
October,64,"3,13,46,057","2,66,00,439",84.86
April,64,"3,12,81,837","2,63,96,187",84.38
October,64,"3,12,81,837","2,68,34,605",85.78
April,64,"4,05,56,232","4,02,87,201",99.33
October,64,"4,05,56,232","4,04,96,342",99.85
April,64,"4,06,45,956","4,03,35,323",99.23
October,64,"4,06,45,956","4,03,42,521",99.25
