0,1,2,3,4,5
,,,,No. of,
,Name of nursing institute,,,,
,,,,seats,
,,,,,
"Nursing Institute attached with Holy
Family Red Crescent Hospital, Dhaka",,,40,,
"Kumudini Nursing School, Mirzapur,
Tangail",,,50,,
"Nursing Institute attached with
Rajshahi Missionery hospital",,,20,,
"Nursing Institute attached with
Chandraghona Missionary hospital",,,30,,
"Nursing Institute attached with
Zahurul Islam Medical College
Hospital",,,20,,
"Nursing Institute attached with BHPI,
CRP, Savar, Dhaka",,,20,,
"Nursing Institute attached with
Diabetic Hospital, Faridpur",,,25,,
"Nursing Institute attached with
Khawja Yunus Medical College
Hospital, Enayetpur, Sirajganj",,,50,,
"Moulana Bhashani N ursing Institute,
Uttara, Dhaka.",,,20,,
"Fatima Nursing Institute, Moghbazar",,,20,,
"Safina Nursing Institute, Kushtia",,,20,,
"Ad-Din Nursing Institute, Jessore",,,20,,
"Nursing Institute, Islami Bank Medical
College Hospital, Rajshahi",,,40,,
"North East Nursing Institute, Sylhet",,,25,,
"Nursing Institute, Central Hospital,
Dhaka",,,20,,
"Nursing Institute, Uttara Women
Medical College Hospital, Dhaka",,,25,,
"Nursing Institute, Christian Health
Project, Joy ramkura, Haluaghat,
Mymensingh",,,20,,
"Nursing I nstitute, Shishu Shayastha
Foundation Hospital, Mirpur, Dhaka",,,20,,
"Nursing Institute, Chottogram Ma O
Shishu Hospital, Agrabad, Chittagong",,,25,,
"TMMC Nursing Institute, Targas,
Boardbazar, Gazipur",,,20,,
Total=,,,530,,
"Source: Director, Medical Education and Health
Manpower Development, Mohakhali, Dhaka",,,,,
