0,1,2,3,4
Sl. no.,Subject,July 2015,Jan. 2016,July 2016
1,Anesthesiology,6,5,5
2,Biochemistry,0,0,0
3,Conservative dentisry and endodontics,1,3,2
4,Oral and maxilofacial surgery,6,2,8
5,Dermatology and venereology,7,6,1
6,Family medicine,0,0,0
7,Gastroenterology,1,0,0
8,Urology,0,1,2
9,Hematology,0,5,0
10,Histopathology,0,1,0
11,Medicine,26,27,64
12,Microbiology,0,0,1
13,Obstetrics and gynecology,67,32,69
14,Opththalmology,6,19,8
15,Otolaryngology,9,10,5
16,Paediatrics,19,22,67
17,Physical medicine and rahabilitation,3,2,5
18,Prosthodontics,3,2,1
19,Psychiatry,1,1,2
20,Radiology and imaging,3,3,5
21,Radiotherapy,3,2,5
22,Surgery,24,13,47
23,Neonatology,0,0,0
24,Pediatric surgery,0,0,0
25,Cardiology,3,0,1
26,Orthodontics and dentofacial orthopedics,4,6,2
