0,1,2,3,4
"Sl.
no",Name of facility,"No. of
sanctioned
beds","Average
length of
stay","Bed-
occupancy
rate"
303,Parbatipur Upazila Health Complex,50,24,91.6
304,Parshuram Upazila Health Complex,50,2.2,85.9
305,Patgram Upazila Health Complex,31,2.8,101.9
306,Patharghata Upazila Health Complex,50,2.7,64.3
307,Patiya Upazila Health Complex,50,1.8,92.2
308,Patnitala Upazila Health Complex,50,2.1,62.1
309,Pirgacha Upazila Health Complex,31,3,84.6
310,"Pirganj Upazila Health Complex, Rangpur",50,2.3,85
311,"Pirganj Upazila Health Complex, Thakurgaon",50,1.4,74.3
312,Porsha Upazila Health Complex,31,4.6,82.8
313,Purbadhala Upazila Health Complex,50,3.1,119.1
314,Puthia Upazila Health Complex,50,1.7,64.7
315,Raiganj Upazila Health Complex,31,3.2,91.3
316,Raipur Upazila Health Complex,50,2.8,71.8
317,Raipura Upazila Health Complex,31,2.3,70
318,Rajapur Upazila Health Complex,50,3.6,79.4
319,Rajarhat Upazila Health Complex,31,3.9,97.7
320,Rajasthali Upazila Health Complex,10,2.5,47.1
321,Rajibpur Upazila Health Complex,31,3.7,63.4
322,Rajnagar Upazila Health Complex,31,2,63.4
323,Rajoir Upazila Health Complex,50,2.3,97.9
324,Ramganj Upazila Health Complex,31,2.2,102.4
325,Ramgarh Upazila Health Complex,31,2.5,65.1
326,Ramgati Upazila Health Complex,31,1.9,61.5
327,Rampal Upazila Health Complex,50,3.2,103.7
328,Ramu Upazila Health Complex,31,2,117
329,Rangunia Upazila Health Complex,50,2,69.4
330,Raninagar Upazila Health Complex,31,2.8,93.1
331,Ranisankhail Upazila Health Complex,50,2.2,85.7
332,Rowangchari Upazila Health Complex,10,3.1,56.1
333,Rowmari Upazila Health Complex,31,1,88
334,Ruma Upazila Health Complex,10,1.8,58.8
335,Rupganj Upazila Health Complex,50,5.2,62
336,Rupsha Upazila Health Complex,31,3.2,115.4
337,Sadarpur Upazila Health Complex,50,2.3,33.8
338,Sadullapur Upazila Health Complex,31,2.4,109.8
339,Saharasthi Upazila Health Complex,50,2.3,70.8
340,Sakhipur Upazila Health Complex,50,2.5,104.5
