0,1,2,3,4,5
Table 7.4. Production of diagnostic reagents by the IPH over the last 5 years (2012 to 2016),,,,,
Item,Year,,,,
,2012,2013,2014,2015,2016
Benedict’s Solution (L),400,140,240,575,570
ESR Fluid (L),160,180,99,280,300
20% Sulfuric Acid Solution (L),-,-,-,50,60
N/10 Hydrochloric Acid Solution (L),70,40,40,70,160
Acetone Alcohol (L),60,2,-,40,20
5% Acetic Acid Solution (L),60,30,50,175,190
WBC Fluid (L),40,-,50,80,90
RBC Fluid (L),30,-,-,47,70
30% Sulfosalicylic Acid (L),10,-,,30,-
20% Sodium Hydroxide Solution (L),-,-,-,5,20
Semen Analysis Fluid (L),-,-,,40,20
Normal Saline (L),20,40,10,120,70
Methylene Blue (L),-,-,-,25,10
Crystal Violet (L),-,-,,20,05
Basic Fuchsin (L),10,-,-,-,-
Carbol Fuchsin (L),-,-,,5,-
Gram Iodine (L),5,-,5,25,-
Lugol’s Iodine (L),10,-,,31,32
Leishman Stain (L),72,26,17,70,59
Giemsa Stain (L),40,34,14,50,40
Glucose Kits,99,-,-,-,-
Bilirubin Kits,149,-,100,198,200
Creatinine Kits,298,-,191,328,200
Uric Acid Kits,-,-,-,-,0
EDTA vials,-,-,-,500,1500
Urea Kits,50,-,-,-,-
