0,1,2,3,4
"Sl.
no",Name of facility,"No. of
sanctioned
beds","Average
length of
stay","Bed-
occupancy
rate"
265,Monirampur Upazila Health Complex,50,2.3,84.9
266,Monohardi Upazila Health Complex,50,3,68.9
267,Morrelganj Upazila Health Complex,31,3,126.9
268,Mujibnagar Upazila Health Complex,31,2.6,72.3
269,Mukshedpur Upazila Health Complex,31,2.2,163.8
270,Muktagacha Upazila Health Complex,31,1.2,83.6
271,Muladi Upazila Health Complex,50,4,97.5
272,Muradnagar Upazila Health Complex,50,2.2,94.5
273,Nabiganj Upazila Health Complex,31,1.3,73.2
274,Nabinagar Upazila Health Complex,31,1.6,72.6
275,Nachol Upazila Health Complex,31,2.7,80.4
276,Nagarkanda Upazila Health Complex,50,2.9,91.6
277,Nagarpur Upazila Health Complex,50,2.6,90.1
278,Nageswari Upazila Health Complex,31,2.6,96
279,Naikhongchhari Upazila Health Complex,31,1.9,47.3
280,Nakla Upazila Health Complex,50,2.8,67.2
281,Nalchithi Upazila Health Complex,50,2.8,50.6
282,Nalitabari Upazila Health Complex,50,3,76
283,Nandail Upazila Health Complex,50,2.9,99.1
284,Nandigram Upazila Health Complex,31,2.3,71.1
285,Nangolkot Upazila Health Complex,50,2,78.9
286,Naniarchar Upazila Health Complex,10,3.1,67
287,Naria Upazila Health Complex,31,2.3,84
288,Nasirnagar Upazila Health Complex,50,2.2,79.6
289,"Nawabganj Upazila Health Complex, Dinajpur",31,3.6,71.6
290,"Nawabganj Upazila Health Complex, Dhaka",50,2.8,96.5
291,Nazirpur Upazila Health Complex,31,3.2,83.2
292,Nesarabad Upazila Health Complex,50,2,91.1
293,Niamatpur Upazila Health Complex,50,2.9,52.1
294,Nikli Upazila Health Complex,31,1.9,63.2
295,Paba Upazila Health Complex,31,3,79.6
296,Paikgacha Upazila Health Complex,50,3,112.8
297,Pakundia Upazila Health Complex,50,2.6,50.8
298,Palash Upazila Health Complex,31,3,62.6
299,Palashbari Upazila Health Complex,31,1.9,93.3
300,Panchari Upazila Health Complex,10,1.6,75.2
301,Panchbibi Upazila Health Complex,50,2.7,61.4
302,Pangsha Upazila Health Complex,50,2.9,107.3
