0,1,2,3,4,5
"Table 5.7. Categories and numbers of sanctioned, filled-up and vacant posts in 2012, 2013, 2014,
and 2017 (Oct) at the Directorate General of Family Planning",,,,,
Year (Month),Class,Sanctioned,Filled-up,Vacant,"Vacancy
rate (%)"
2012 (Dec),Class I,"1,954","1,049",905,46.3
,Class II,"1,022",401,621,60.8
,Class III,"16,937","14,646","2,291",13.5
,Class IV,"32,507","29,845","2,662",8.2
2013 (Apr),Class I,"1,954","1,021",933,47.7
,Class II,"1,074",401,673,62.7
,Class III,"16,886","14,760","2,126",12.6
,Class IV,"32,516","29,103","3,413",10.5
2014 (Dec),Class I,"1,953","1,039",914,46.8
,Class II,"1,089",525,564,51.79
,Class III,"16,881","14,665","2,216",13.13
,Class IV,"32,512","29,116","3,396",10.45
2017 (Oct),Class I,"1,953","1,214",739,37.84
,Class II,"1,089",471,618,56.75
,Class III,"16,881","15,044","1,837",10.88
,Class IV,"32,512","27,706","4,806",14.78
