0,1,2,3,4,5,6,7,8
"Table 40: Projection of the supply of Medical Technologists-LAB according
to scenarios 3-4",,,,,,,"Total population in
BD
(2018, 2024 & 2030)","Density per
10000"
Year,New registrations,,,"Supply of
previous
year","Attrition
rate 4%","Total
Supply",,
,"Gradu-
ates","In-
crease",95%,,,,,
2018,,,,,,12744,164600000,0.77
2019,671,,637,12744,510,12872,,
2020,770,,732,12872,515,13088,,
2021,795,,755,13088,524,13320,,
2022,707,,672,13320,533,13459,,
2023,853,,810,13459,538,13731,,
2024,853,,810,13731,549,13992,174612904,0.80
2025,853,,810,13992,560,14243,,
2026,853,,810,14243,570,14483,,
2027,853,,810,14483,579,14714,,
2028,853,,810,14714,589,14936,,
2029,853,,810,14936,597,15149,,
2030,853,,810,15149,606,15353,190686952,0.81
,,,,,,Source: BBS Pop Projection 2011-2061,,
