0,1,2,3,4,5,6,7,8
Table 7: Projection of the supply ofdentistsaccording to scenario 1,,,,,,,"Total population
in BD
(2018, 2024 &
2030)","Density
per 10000"
Year,New registrations,,,"Supply of
previous
year","Attrition
rate
4%","Total
Supply",,
,Graduates,Increase,80%,,,,,
2018,,,,,,9608,164600000,0.58
2019,924,,739,9608,384,9963,,
2020,963,,770,9963,399,10335,,
2021,1195,,956,10335,413,10877,,
2022,908,,726,10877,435,11169,,
2023,1046,,837,11169,447,11559,,
2024,1116,,893,11559,462,11989,174612904,0.69
2025,1116,,893,11989,480,12402,,
2026,1116,,893,12402,496,12799,,
2027,1116,,893,12799,512,13180,,
2028,1116,,893,13180,527,13546,,
2029,1116,,893,13546,542,13897,,
2030,1116,,893,13897,556,14233,190686952,0.75
