0,1,2,3,4,5,6,7,8
"Table 48: Projection of the supply of Medical Technologists-Radiotherapy ac-
cording to scenarios 3-4 (+20%)",,,,,,,"Total population
in BD
(2018, 2024 &
2030)","Density per
10000"
Year,New registrations,,,"Supply of
previous
year","Attrition
rate
4%",Total Supply,,
,"Grad-
uates",Increase,95%,,,,,
2018,,,,,,576,164600000,0.03
2019,75,,71,576,23,624,,
2020,77,,73,624,25,672,,
2021,64,,61,672,27,706,,
2022,84,,80,706,28,758,,
2023,84,,80,758,30,807,,
2024,101,20%,96,807,32,871,174612904,0.05
2025,101,,96,871,35,932,,
2026,101,,96,932,37,990,,
2027,101,,96,990,40,1046,,
2028,101,,96,1046,42,1100,,
2029,101,,96,1100,44,1152,,
2030,101,,96,1152,46,1202,190686952,0.06
Source: BBS Pop Projection 2011-2061,,,,,,,,
