0,1,2,3,4,5,6,7,8
"Table 57: Projection of the supply of Medical Technologists- Physiotherapy according
to scenario 2 (+20%)",,,,,,,"Total popula-
tion in BD
(2018, 2024 &
2030)","Density
per 10000"
Year,New registrations,,,"Supply of
previous
year","Attrition
rate
4%",Total Supply,,
,"Gradu-
ates","In-
crease",80%,,,,,
2018,,,,,,2376,164600000,0.14
2019,319,,255,2376,95,2536,,
2020,303,,242,2536,101,2677,,
2021,341,,273,2677,107,2843,,
2022,297,,238,2843,114,2967,,
2023,327,,262,2967,119,3110,,
2024,392,20%,314,3110,124,3299,174612904,0.19
2025,392,,314,3299,132,3481,,
2026,392,,314,3481,139,3656,,
2027,392,,314,3656,146,3823,,
2028,392,,314,3823,153,3984,,
2029,392,,314,3984,159,4139,,
2030,392,,314,4139,166,4287,190686952,0.22
