0,1,2,3,4,5,6,7,8
"Table 41 : Projection of the supply of Medical Technologists-LAB according to sce-
narios 3-4 (+10%)",,,,,,,"Total popula-
tion in BD
(2018, 2024 &
2030)","Density per
10000"
Year,New registrations,,,"Supply of pre-
vious year","Attrition
rate
4%","Total
Supply",,
,"Grad-
uates",Increase,95%,,,,,
2018,,,,,,12744,164600000,0.77
2019,671,,637,12744,510,12872,,
2020,770,,732,12872,515,13088,,
2021,795,,755,13088,524,13320,,
2022,707,,672,13320,533,13459,,
2023,853,,810,13459,538,13731,,
2024,938,10%,891,13731,549,14073,174612904,0.81
2025,938,,891,14073,563,14401,,
2026,938,,891,14401,576,14717,,
2027,938,,891,14717,589,15020,,
2028,938,,891,15020,601,15310,,
2029,938,,891,15310,612,15589,,
2030,938,,891,15589,624,15857,190686952,0.83
Source: BBS Pop Projection 2011-2061,,,,,,,,
