0,1,2,3,4,5,6,7,8
"Table 66: Projection of the supply of Medical Technologists- Dentistry ac-
cording to scenarios 3-4 (+20%)",,,,,,,"Total population in
BD
(2018, 2024 & 2030)","Density per
10000"
Year,New registrations,,,"Supply of
previous
year","Attrition
rate
4%","Total
Supply",,
,"Grad-
uates","In-
crease",95%,,,,,
2018,,,,,,4118,164600000,0.25
2019,287,,273,4118,165,4226,,
2020,336,,319,4226,169,4376,,
2021,344,,327,4376,175,4528,,
2022,340,,323,4528,181,4670,,
2023,332,,315,4670,187,4798,,
2024,398,20%,378,4798,192,4985,174612904,0.29
2025,398,,378,4985,199,5164,,
2026,398,,378,5164,207,5336,,
2027,398,,378,5336,213,5501,,
2028,398,,378,5501,220,5659,,
2029,398,,378,5659,226,5811,,
2030,398,,378,5811,232,5958,190686952,0.31
