0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,Division,,,Sl. No.,,,District,,,Total,,,Revenue,,,Devlop.,,,Proposed,,,Bed will iI,
,Barisal,,,1,,,Barguna,,,100,,,100,,,0,,,0,,,0,
Barisal,,,2,,,Barisal,,,100,,,100,,,0,,,0,,,0,,
,Barisal,,,3,,,Bhola,,,100,,,100,,,0,,,150,,,50,
Barisal,,,4,,,Jhalokathi,,,100,,,100,,,0,,,150,,,50,,
,Barisal,,,5,,,Patuakhali,,,250,,,150,,,100,,,0,,,0,
Barisal,,,6,,,Pirojpur,,,100,,,100,,,0,,,150,,,50,,
,Chittagon,,,7,,,Bandarban,,,100,,,100,,,0,,,0,,,0,
Chittagon,,,8,,,Brahmanbaria,,,100,,,100,,,0,,,250,,,150,,
,Chittagon,,,9,,,Chandpur,,,200,,,100,,,100,,,0,,,0,
Chittagon,,,10,,,Chittagong,,,150,,,150,,,0,,,0,,,0,,
,Chittagon,,,11,,,Comilla,,,100,,,100,,,0,,,0,,,0,
Chittagon,,,12,,,Cox's Bazar,,,250,,,100,,,150,,,0,,,0,,
,Chittagon,,,13,,,Feni,,,100,,,100,,,0,,,250,,,150,
Chittagon,,,14,,,Khagrachari,,,50,,,50,,,0,,,100,,,50,,
,Chit tagon,,,15,,,Lakshmipur,,,100,,,100,,,0,,,0,,,0,
Chittagon,,,16,,,Noakhali,,,250,,,150,,,100,,,0,,,0,,
,Chittagon,,,17,,,Rangamati,,,100,,,100,,,0,,,0,,,0,
Dhaka,,,18,,,Faridpur,,,100,,,100,,,0,,,0,,,0,,
,Dhaka,,,19,,,Gazipur,,,100,,,100,,,0,,,0,,,0,
Dhaka,,,20,,,Gopalganj,,,250,,,100,,,150,,,0,,,0,,
,Dhaka,,,21,,,Jamalpur,,,250,,,100,,,150,,,0,,,0,
Dhaka,,,22,,,Kishoreganj,,,250,,,100,,,150,,,0,,,0,,
,Dhaka,,,23,,,Madaripur,,,100,,,100,,,0,,,0,,,0,
Dhaka,,,24,,,Manikganj,,,100,,,100,,,0,,,0,,,0,,
,Dhaka,,,25,,,Munshiganj,,,100,,,100,,,0,,,250,,,150,
Dhaka,,,26,,,Narayanganj,,,100,,,100,,,0,,,0,,,0,,
,Dhaka,,,27,,,Narsingdi,,,100,,,100,,,0,,,0,,,0,
Dhaka,,,28,,,Netrokona,,,100,,,100,,,0,,,0,,,0,,
,Dhaka,,,29,,,Rajbari,,,100,,,100,,,0,,,0,,,0,
Dhaka,,,30 Shariatpur 100 100 0 0 0,,,,,,,,,,,,,,,,,,,,
,Dhaka,,,31,,,Sherpur,,,100,,,50,,,50,,,0,,,0,
